Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
material,56.47166845555847,28.84202533642105,56.69927748856148,9.425271098692333,7.122004451798273,-1.4158676413422429,3149.2088950577263,17.190941586423207,1.0584021756983986,1.5042848606426713,59,31,53,13,32,17,95,1,93,32,56,2148.8449009052506,15.567292000265917,214.8899324609805,178.0542660420239,-1.3936117795626048,2323.258956674783,31-05-2023 11:00:03,109.700852716872,2.827661261571431,-4.665575644082745,17.188824209270045,14.094308175124091,48.640604155536465,65,28,6.484642744061497,1.6478817878939107,10,25.714126717579312,8.357066378005298,3008.53202703712,15,30,82,96,5,15.963080667366052,16.481027674059288,29,129.0313948626267,2973.3769338692173,49.53878774424812,128.56982630436596,32.73877275581533,91,55,63,1.9807655515705904,12,28,85,38,24,30,-3.8578027570064553,12-06-2023 23:30:33,06-07-2023 22:36:21,230.54589964532704,6469f6cd-7de8-4d73-aa22-200903a8a616,2643.723129613418,338.48095095087785,102.5430870244173
about,70.64764616100256,20.62770778846805,42.48827949322441,9.412254689189634,7.03198610018341,-1.4392326948357395,801.6760506662059,8.857957482675443,1.0442362763306283,1.4449610072837638,43,51,34,89,8,85,94,34,69,47,63,685.2745568782386,10.151058354010514,215.23632284416746,161.0813705652596,-1.0362555923306371,598.5774707665051,15-04-2023 19:57:54,109.88640630556486,3.1922422807934328,-4.665575644082745,13.455949799864495,5.908451218240867,35.317035015764006,64,22,7.259071392584309,1.6363588474573905,29,19.262623710697376,8.348739824587438,906.5286294493096,49,71,2,55,51,8.999844342862525,10.032449361862094,20,158.83413431534402,944.0962156296364,35.7201607681857,56.94863916677214,23.786947749051734,89,18,92,2.070407391530852,36,33,67,20,81,40,-3.6922546233839504,01-07-2023 19:56:04,28-11-2023 23:06:05,213.48240825673963,d90cbcc5-5ac4-47bc-8cda-5dfd47303a30,671.9872320846304,141.7293118124867,74.65981990100374
picture,74.28568333295586,23.615653135750584,47.57394121236787,9.425271098692333,7.222024842481455,-1.4158676413422429,2697.1128037846174,11.889067606726728,1.0867339744339393,1.690731256913524,30,87,61,75,95,54,54,51,41,47,81,1398.4122824242254,13.28677257026364,220.7785689751588,183.2392786236452,-1.529160678167834,1991.1137599278834,03-10-2023 03:31:59,112.85526372465023,2.232818545998692,-4.665575644082745,16.6573429281989,8.88604406938828,40.08511432720542,95,26,5.221101264892698,1.6478817878939107,49,24.795571013081883,8.357066378005298,3139.4715279151246,90,96,29,23,48,14.971665110275934,15.594087291313716,65,166.48252910037434,1932.8813750213274,43.897953347865716,116.47382783677662,28.969583279283288,37,26,54,1.8612430982902417,54,90,75,5,0,73,-4.271673091062716,05-11-2023 03:29:08,30-06-2023 19:56:27,235.44469131252535,555598b7-49b4-42f3-bc9c-76fbc3cfcc6c,2263.999329614064,306.1747456501955,84.63834950608322
eat,64.37125908530975,21.377226282362653,59.88773490680461,9.425271098692333,6.8719534750903195,-1.427550168088991,323.682212608739,9.618303751081529,0.7467523896074519,1.0720682147420584,58,48,52,20,17,24,40,17,46,8,97,877.1545019615963,11.157693883659956,221.58681320259504,161.2780077689538,0.294588139429794,247.4057609241947,18-07-2023 14:25:15,113.28822209826684,10.483862665233461,-4.665575644082745,11.58638623468483,6.655372814799879,51.629953170652925,90,56,22.747644363040557,1.6421203176756505,77,16.031468938406423,8.357066378005298,1964.5454652361216,47,60,7,44,25,5.512394324392586,7.131632580647173,51,145.6390282981104,1210.1430608418407,38.28546485297267,32.560225477045286,25.450691541427204,86,51,20,2.4588553646919857,76,39,41,40,82,24,0.47009845055330857,03-07-2023 10:58:14,13-03-2023 04:29:55,211.02668323493995,a9bf7de7-9be9-46de-9bf6-3840f9341047,270.5114395106784,82.05682164275547,108.79912969880755
somebody,61.77928642597192,19.878189294573453,31.105053687822423,9.425271098692333,7.0669932369225235,-1.4158676413422429,63.23929927427125,8.09761121426936,0.7255035405557964,1.2415649386246517,11,30,65,51,10,58,50,72,91,91,22,394.4597109189484,8.182328689828863,222.09196584474273,164.05162727369336,-1.208772372373656,56.063998939007995,27-10-2023 03:07:47,113.55882108177725,5.213428282094354,-4.665575644082745,9.591768250429604,5.161529621681856,24.644653237814296,95,8,11.552395128254638,1.6478817878939107,69,12.584183412116076,8.357066378005298,511.27451792170723,80,85,14,22,77,1.791670057195562,3.8029974971667437,72,140.18981784928567,540.8733969305238,30.9722222687181,14.970013903067791,20.533077146264304,99,92,4,2.6381390446125086,70,79,17,52,6,51,-2.580717154775705,15-01-2023 13:38:57,27-01-2023 08:38:59,213.44443312753654,cd4c7f4c-20ad-42ab-a925-7f609be14122,51.76065921577923,35.07657541388767,52.32489831686842
wall,68.40607934825513,22.11661614796138,53.82100936666326,9.425271098692333,6.926964689966069,-1.4158676413422429,741.8760229035612,10.368375069914558,0.9734067794917768,1.2161404300422627,78,3,94,63,97,79,55,20,13,84,74,754.8094880963557,10.53411435201871,222.98680766797565,179.1823426316381,-0.34618847215856174,554.6436868429123,08-04-2023 07:55:21,114.03816785256706,5.712328624187618,-4.665575644082745,13.149566473129365,7.392200876270255,45.9420741622526,64,56,12.612139594654275,1.6478817878939107,30,18.73310336339886,8.357066378005298,1084.3426631655757,35,26,57,59,87,8.428322433481165,9.740280765192963,89,154.1215964520463,1040.5083189090644,36.77604559866431,52.42014177024568,24.420053793937974,12,72,79,2.14510892483107,0,84,79,52,71,38,-2.2969203542799828,10-03-2023 23:28:24,26-06-2023 00:18:22,230.6598250329363,ec4c05f2-77fa-4df7-9c01-4006da5629e9,621.7600918362957,135.099035126961,96.89566388622339
professor,72.25539063359382,25.104561495243914,50.632551948420115,9.425271098692333,7.227025862015613,-1.4158676413422429,3380.4291012503577,13.39948519396584,1.0867339744339393,1.690731256913524,38,94,52,48,7,9,88,44,89,7,81,1761.8241912058259,14.471573680382011,229.149669902177,180.54845373098743,-1.529160678167834,2493.1314292755615,28-06-2023 20:38:24,117.3394754513938,2.232818545998692,-4.665575644082745,17.445185768374948,10.369793727417665,42.95272514713614,43,50,5.221101264892698,1.6478817878939107,46,26.157194763278074,8.357066378005298,3867.7769250353,24,21,8,84,97,16.44129287725658,16.9088459763248,99,162.2141614724679,2436.76202707117,46.60498694009948,134.5278011923261,30.92779499951283,76,86,34,1.8612430982902417,58,77,53,18,55,20,-4.259848224375395,20-01-2023 11:34:57,26-11-2023 14:38:33,233.0016246671267,5ac4e4f3-ca89-4580-9659-eddceb5ba94a,2837.9292221386922,354.39361499613955,90.63962121183314
these,63.69105950075192,34.807787402690245,61.88593107163119,9.438287508195032,7.041988139251728,-1.3925025878487463,490.0533771625553,23.242886884952725,0.8529966348657292,1.0890178871303178,74,69,51,5,3,32,46,10,79,1,32,1994.4059428220169,15.148602886163937,231.43007325815785,172.18619791072797,-1.0978687280602868,369.6350485699403,26-08-2023 17:51:07,118.56103657695498,9.255800284696194,-4.665575644082745,12.311701865323094,20.03940034233028,53.50336872990011,79,14,20.139042599595292,1.659404728330431,40,17.285027311602914,8.365392931423159,357.7874041725287,1,23,66,69,64,6.865384967009687,8.342045338276419,53,144.20901680855798,2759.243051570812,48.3766057831844,41.115266341808535,32.046773125358285,4,63,62,2.5783778179723345,90,3,99,18,48,0,-0.239393550685997,01-05-2023 17:35:36,03-12-2023 17:13:49,219.46982029442648,82faa8f6-aa45-44d3-9686-c47141e73155,410.2496324173921,104.90577514364402,112.71977182732813
public,70.73009459549442,37.79573274997278,94.93912539378067,9.425271098692333,6.931965709500228,-1.4158676413422429,1838.64498348772,26.273997009004006,0.7609182889752222,1.055118542353799,79,34,8,47,8,35,6,0,27,17,45,4448.418079215195,20.253046766598715,235.3702638669095,173.43846641846483,-0.3831563535963516,1360.4160640675896,22-07-2023 11:48:23,120.671708648336,11.29617476069301,-4.665575644082745,15.450567784119722,23.01699319347769,84.49250263773635,49,39,24.47312573781945,1.6478817878939107,49,22.709909236987723,8.357066378005298,5320.916611990179,36,11,10,78,4,12.72056861005955,13.580210892844368,33,159.00746904135036,6161.798679342323,61.05431022430013,91.43069163188932,40.483279258377266,6,53,72,2.443915058031942,7,83,82,7,87,22,0.954917984733501,06-02-2023 02:58:41,13-08-2023 22:08:19,224.01417742239596,4827d4af-91a9-4b78-9072-b43f1140c4d8,1542.956460204744,239.2890973280791,177.57313728899356
we,70.85892027438794,25.854079989138516,51.82281320183668,9.425271098692333,6.991977943910137,-1.427550168088991,476.59344504876395,14.159831462371928,0.9167431820206956,1.1737662490716145,90,15,85,20,32,30,91,4,69,87,69,950.9787549306251,11.49620848655092,238.68983837245125,167.2599184918622,-0.8267709308498287,359.7463282592963,02-12-2023 17:45:21,122.44993053997567,6.54382919434306,-4.665575644082745,12.26168009769287,11.116715323976681,44.06865860300541,87,60,14.378380371987005,1.6421203176756505,13,17.198575010003154,8.357066378005298,484.14737695121386,68,56,49,56,60,6.7720752675188525,8.258568596370955,51,159.2783045507353,1312.5024272364133,39.40512796180234,40.46054382664808,26.01018060434993,58,26,90,2.3841538313917674,78,39,60,98,93,49,-1.8239256867871125,08-01-2023 02:56:02,02-01-2023 18:44:26,218.6596842047606,5f0fdc5c-d42d-4695-b054-bfd1db730486,398.9443885353019,103.1571307430658,92.9750217577028
create,64.86594969226091,18.38928093508012,33.67313251337572,9.425271098692333,7.227025862015613,-1.4041851145954947,678.8002934554007,6.587193627030246,1.0867339744339393,1.690731256913524,71,82,7,4,82,31,65,92,37,77,41,392.2507686548549,8.16451213178197,239.25272274513003,175.9430034339386,-1.529160678167834,508.3033159086777,05-04-2023 00:23:00,122.75145512160154,2.232818545998692,-4.665575644082745,12.961984844516023,3.6777799636524673,27.052364209265566,82,94,5.221101264892698,1.653643258112171,19,18.40890723239977,8.357066378005298,765.263313621246,59,71,58,75,24,8.078411060390536,9.427242983047469,0,146.67903665414852,537.8106374516075,30.865925138133004,49.72486741616848,20.503630353478897,76,4,46,1.9060640182703725,19,68,48,23,37,15,-4.271673091062716,07-06-2023 03:04:31,19-01-2023 11:58:35,226.40661056219048,131d165c-4928-4003-b3c0-a992667a0600,568.7816296550827,127.90044901124742,57.363701918866006
price,73.43028082510283,23.615653135750584,45.626240979504416,9.425271098692333,7.242028920618091,-1.4041851145954947,2297.8835821954117,11.889067606726728,1.0867339744339393,1.690731256913524,77,25,82,93,48,87,84,22,93,22,81,1220.5982739273043,12.62755992252861,239.58468019568417,184.47084847836163,-1.529160678167834,1697.8087061760384,03-08-2023 05:55:58,122.92927731076549,2.232818545998692,-4.665575644082745,16.13836708903532,8.88604406938828,38.259041399419345,5,13,5.221101264892698,1.653643258112171,30,23.8986283839844,8.357066378005298,2713.1378801465967,42,72,75,62,39,14.003576978058527,14.728016094044516,77,164.68418131805845,1686.3373395068777,42.218458684621204,105.22351261793618,27.880051946223247,75,11,6,1.8612430982902417,68,69,73,78,21,16,-4.271673091062716,23-02-2023 18:04:56,18-10-2023 03:00:43,236.71052895262827,1fe213d4-048d-4b11-b3e0-52ece48caa10,1928.6793832156372,276.1272060335933,80.81678497647832
attorney,66.95292569033612,23.615653135750584,46.693869255296235,9.425271098692333,7.232026881549772,-1.4158676413422429,2272.7247154904935,11.889067606726728,1.0867339744339393,1.6483570759428758,83,40,97,31,23,53,8,51,15,2,24,1263.5440852998515,12.796817223974092,241.12900398739274,179.42037714137322,-1.529160678167834,1679.32503225596,23-11-2023 23:13:03,123.75653706035442,2.232818545998692,-4.665575644082745,16.10085076331265,8.88604406938828,39.25999989316875,15,33,5.221101264892698,1.6478817878939107,97,23.83378915778458,8.357066378005298,2623.764159787896,0,93,68,41,83,13.9335947034404,14.665408537615418,58,151.06657190618435,1745.8828935030551,42.317669339833955,104.49240580934034,28.159796477684612,72,64,93,1.8911237116103288,52,65,9,12,56,78,-4.200723890938786,28-07-2023 18:18:59,02-12-2023 11:23:21,231.67249514501862,f07e3c07-3d82-4dc4-8116-9b47672f0bfb,1907.5479895732672,274.17455311961436,82.91156849640988
crime,66.29849124155697,27.342988348631845,57.88953874197803,9.425271098692333,7.0019799829784555,-1.4158676413422429,1441.6939754767866,15.670249049611039,0.9946556285434323,1.2924139557894296,30,15,91,69,89,48,94,94,97,37,50,1382.9730616259847,13.233322896122964,245.87743882358066,165.9973006576151,-0.8883840665794782,1068.7847644396873,14-01-2023 08:44:58,126.30016750535202,4.5866047753617885,-4.665575644082745,14.925339224002357,12.600464982006066,49.75653761140573,26,61,10.220921311496117,1.6478817878939107,86,21.802160070190265,8.357066378005298,1458.5513637144566,86,57,36,90,83,11.74081676540579,12.43240569164422,65,149.6907275185089,1911.47446882213,43.69244556206787,81.40252510801506,28.88124290092707,31,27,30,2.130168618171026,41,15,83,56,7,68,-2.94728802208268,22-10-2023 23:23:18,03-07-2023 04:03:00,215.8874997729352,d18a3192-794e-4552-ac6e-16af7bb28866,1209.550027180687,204.9136628200459,104.87848757028696
quite,59.805677025323035,24.355043001349312,50.50270526622921,9.399238279686935,7.0669932369225235,-1.4625977483292358,1900.6616514886834,12.639138925559758,1.0584021756983986,1.4788603520602823,75,98,2,7,39,33,55,39,66,52,16,1312.4271594774757,12.97498280444302,246.3825914657283,155.16155580141253,-1.196449745227726,1405.9783655171805,19-10-2023 00:18:56,126.57076648886243,2.9683767426746597,-4.665575644082745,15.550611319380172,9.622872130858656,42.8309869519504,0,5,6.783545029456267,1.62483590702087,42,22.88281384018724,8.340413271169577,2177.9893943238476,17,92,57,97,6,12.907188009041219,13.747164376655299,90,136.0406178455086,1813.660626416108,42.941279172599856,93.35666703065297,28.454264405538677,32,66,25,1.995705858230634,40,67,3,22,64,86,-3.7986784235698465,24-10-2023 05:50:47,01-04-2023 10:27:29,210.96339135293485,63c01b77-5870-4e7d-976f-a97daa086dee,1595.045397249763,244.4330262731133,90.3848502431928
term,65.29880397334317,35.55730589658484,51.14472497261754,9.425271098692333,7.13700751040075,-1.4158676413422429,218.3548572846243,24.003233153358806,0.9592408801240064,1.0974927233244474,43,80,38,85,84,34,51,56,8,62,44,1755.7992719616977,14.45375712233512,248.51866549538124,170.70624421976618,-1.4305796610003947,170.02403648051882,29-06-2023 13:05:08,127.71501361913494,9.044727063041352,-4.665575644082745,10.992377744075908,20.786321938889287,43.43291469481321,97,1,19.690689171503138,1.6478817878939107,99,15.004847856909297,8.357066378005298,116.96839787963275,98,54,62,67,99,4.4043416429389275,6.140346270519773,64,147.58904396568187,2428.4083100797347,46.60498694009948,26.384009750698347,30.898348206727423,19,40,2,2.7128405779127265,43,27,70,62,81,33,-0.3694670842465362,24-05-2023 07:05:06,01-01-2023 16:39:46,220.38122339530057,4b58c0ec-84c8-4cbe-945a-c82713c9aaec,182.0450617215502,65.56127613063438,91.6445511436922
door,65.44308873370393,20.62770778846805,37.929218207410685,9.438287508195032,7.247029940152249,-1.4041851145954947,852.0060987440332,8.857957482675443,1.0867339744339393,1.589033222583968,93,27,86,74,87,41,96,83,65,76,0,545.4800678791803,9.295863567759662,249.96195875866024,179.47212377392432,-1.529160678167834,635.5538659262508,20-11-2023 07:45:05,128.48815357202176,2.232818545998692,-4.665575644082745,13.455949799864495,5.908451218240867,31.042671718131427,33,86,5.221101264892698,1.653643258112171,10,19.262623710697376,8.365392931423159,795.2052600795378,76,40,53,91,25,8.999844342862525,10.251575809363938,5,147.892379736193,750.2672943210827,33.85641774526036,56.94863916677214,22.373501695352218,22,30,89,1.9508849382505034,16,63,22,38,37,56,-4.082475224065568,01-07-2023 12:33:04,15-11-2023 01:54:01,228.6344848087716,85b920df-9c67-4426-a30e-847c9d74bde6,714.2603626849071,147.1938255642936,65.71452811318782
without,68.78740335777998,34.05826890879564,80.29530512447396,9.425271098692333,6.97697488530766,-1.4158676413422429,4431.707678277019,22.482540616546636,0.9946556285434323,1.2669894472070407,34,90,29,92,60,86,84,62,12,20,23,3690.680757479892,18.943529750152095,251.20319096508015,174.13187129464973,-0.7281899136823893,3265.4830079389226,13-08-2023 00:49:51,129.1530539315044,4.906412686960036,-4.665575644082745,18.614444586731462,19.292478745771266,70.76313951401144,41,93,10.900244687393322,1.6478817878939107,51,28.178017313172415,8.357066378005298,4949.683146257417,70,87,10,17,45,18.622407102854837,18.620119185386837,81,154.92326955982568,5111.17494761442,58.06381761717278,163.88119395535304,38.31893998864988,7,8,90,2.070407391530852,37,6,70,7,45,46,-2.7580901550855317,25-02-2023 11:10:56,13-08-2023 11:29:06,225.3812820737071,b512595a-c382-4ee0-b70d-3d3e681dbe1b,3720.9173829129586,422.67817883871845,148.8406336034456
machine,68.47306870127977,18.38928093508012,33.85347512752975,9.425271098692333,7.222024842481455,-1.4041851145954947,608.1510431929845,6.587193627030246,1.0867339744339393,1.639882239748746,39,50,59,86,43,95,82,70,95,8,21,390.05351391596827,8.146695573735078,255.98049166653368,177.71273826718658,-1.529160678167834,456.398843427283,02-09-2023 12:34:46,131.71214717555978,2.232818545998692,-4.665575644082745,12.73688689018001,3.6777799636524673,27.221445035912424,58,27,5.221101264892698,1.653643258112171,12,18.019871875200856,8.357066378005298,719.8034757690804,5,81,26,98,73,7.65851741268178,9.051597644472874,85,154.26243091692646,534.7640830492993,30.73128210605855,46.60947944819665,20.474183560693493,73,9,0,1.9508849382505034,85,88,59,31,54,26,-4.188899024251464,26-08-2023 02:30:41,01-02-2023 04:13:46,228.25473351674074,cbe8cc8d-9681-47d7-ae0d-44af01122bd0,509.44202841853075,119.57981607182946,57.71755048642201
I,69.74586640874784,36.296695762183575,72.02118598708734,9.425271098692333,7.011982022046774,-1.4041851145954947,1519.4487891698134,24.753304472191836,0.9096602323368104,1.1483417404892253,44,43,77,1,87,73,38,28,77,3,95,2838.099168691052,17.224231898626947,258.3474926183112,169.90934607847908,-0.9623198294550577,1125.9095403238646,21-04-2023 22:49:54,132.98009669829415,7.170652701075625,-4.665575644082745,14.906581061141024,21.523150000359664,63.00571118745357,75,41,15.709854188745524,1.653643258112171,22,21.769740457090357,8.357066378005298,924.4967142211633,77,53,49,74,78,11.705825628096727,12.672401324622433,4,156.93828574964954,3929.047019212415,53.6418569848328,81.16791620674921,35.477324484858144,86,16,60,2.369213524731724,48,31,95,56,76,5,-1.4573548194801385,20-09-2023 13:12:31,04-05-2023 01:28:03,219.0520938731925,9d089c49-885f-4216-adde-c67c0c30a7f3,1274.8577214821667,211.87909634901573,132.6060613239759
